age,gender,visa_type,documents_submitted,visa_granted,rejection_reason
34,Male,Student Visa,"Passport, Bank Statement, English Proficiency, Birth Certificate",No,Inconsistent information
23,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
27,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Inconsistent information
53,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,Incorrect application form
54,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
39,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
40,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
55,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,No strong home-country ties
23,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
41,Other,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,Missing documents
56,Female,Student Visa,"Passport, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Invalid or expired passport
32,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency",No,Missing documents
30,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Failed health requirements
47,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
42,Male,Student Visa,"Passport, Offer Letter, English Proficiency, Birth Certificate",No,Invalid or expired passport
42,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Academic documents incomplete
20,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency",No,Incorrect application form
35,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
32,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
35,Female,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency",No,Missing documents
42,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Insufficient funds
24,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Unclear travel purpose
51,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,Academic documents incomplete
41,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Work Experience Letters",No,Inconsistent information
18,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,Failed health requirements
49,Male,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Police Clearance, Work Experience Letters",No,Failed health requirements
35,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
57,Female,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,Employer not verified
50,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
52,Female,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Work Experience Letters",No,Failed health requirements
32,Other,Work Visa,"Passport, Bank Statement, Medical Certificate, Work Experience Letters",No,Unclear travel purpose
48,Male,Visit Visa,"Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Academic documents incomplete
45,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,IELTS requirement not met
30,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
59,Other,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance",No,Incorrect application form
57,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
45,Female,Student Visa,"Passport, Offer Letter, English Proficiency, Birth Certificate",No,Failed health requirements
44,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
24,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
47,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
54,Female,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,Unclear travel purpose
22,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
56,Male,Visit Visa,"Passport, Bank Statement, Itinerary",No,Missing documents
55,Male,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,IELTS requirement not met
50,Female,Student Visa,"Passport, Bank Statement, Medical Certificate, Birth Certificate",No,Unclear travel purpose
42,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Suspicious travel history
44,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
18,Female,Visit Visa,"Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Academic documents incomplete
56,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
29,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Academic documents incomplete
19,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
52,Other,Student Visa,"Passport, Offer Letter, English Proficiency, Birth Certificate",No,Failed health requirements
58,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
38,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
50,Female,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,Incorrect application form
33,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,IELTS requirement not met
51,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
20,Other,Visit Visa,"Passport, Itinerary, Invitation Letter",No,Incorrect application form
44,Female,Work Visa,"Passport, Bank Statement, Police Clearance, Work Experience Letters",No,Invalid or expired passport
41,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
59,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
32,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
36,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
35,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Missing documents
28,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
27,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
30,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
33,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
45,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
31,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Inconsistent information
59,Male,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Missing documents
56,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
30,Other,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Unclear travel purpose
48,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Missing documents
20,Male,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Academic documents incomplete
22,Male,Visit Visa,"Bank Statement, Travel Insurance, Itinerary",No,No strong home-country ties
54,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
41,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
44,Female,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,Missing documents
29,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
18,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Employer not verified
59,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
26,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
38,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
20,Female,Work Visa,"Passport, Medical Certificate, Police Clearance, Work Experience Letters",No,Academic documents incomplete
23,Male,Visit Visa,"Passport, Travel Insurance, Itinerary",No,Incorrect application form
35,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate",No,Unclear travel purpose
37,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
59,Male,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Invalid or expired passport
51,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
38,Other,Work Visa,"Passport, Bank Statement, Medical Certificate, Work Experience Letters",No,Incorrect application form
58,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
38,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
51,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
46,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
53,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Employer not verified
32,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
52,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
29,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Invalid or expired passport
50,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
42,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
18,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
37,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
51,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
58,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
44,Other,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Academic documents incomplete
56,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
34,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
32,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
26,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
20,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
29,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
30,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
20,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
54,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Suspicious travel history
19,Male,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Unclear travel purpose
58,Male,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,Academic documents incomplete
55,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Failed health requirements
